uid,response_no,unix_time,response
user5,10,1611027288724,"{""phase"": ""TEST"", ""expr"": ""E016_CW"", ""c1_confidence"": 1, ""c2_confidence"": 1, ""rt"": 5461}"
user5,11,1611027293834,"{""phase"": ""TEST"", ""expr"": ""E039_FGSM"", ""c1_confidence"": 0, ""c2_confidence"": 4, ""rt"": 5108}"
user5,12,1611027297210,"{""phase"": ""TEST"", ""expr"": ""E049_FGSM"", ""c1_confidence"": 4, ""c2_confidence"": 3, ""rt"": 3374}"
user5,13,1611027300497,"{""phase"": ""TEST"", ""expr"": ""E022_real"", ""c1_confidence"": 3, ""c2_confidence"": 1, ""rt"": 3286}"
user5,14,1611027304680,"{""phase"": ""TEST"", ""expr"": ""E098_FGSM"", ""c1_confidence"": 0, ""c2_confidence"": 4, ""rt"": 4182}"
user5,15,1611027308128,"{""phase"": ""TEST"", ""expr"": ""E077_SINVAD"", ""c1_confidence"": 1, ""c2_confidence"": 4, ""rt"": 3446}"
user5,16,1611027311806,"{""phase"": ""TEST"", ""expr"": ""E075_FGSM"", ""c1_confidence"": 1, ""c2_confidence"": 4, ""rt"": 3676}"
user5,17,1611027315421,"{""phase"": ""TEST"", ""expr"": ""E095_CW"", ""c1_confidence"": 4, ""c2_confidence"": 2, ""rt"": 3613}"
user5,18,1611027320708,"{""phase"": ""TEST"", ""expr"": ""E023_SINVAD"", ""c1_confidence"": 1, ""c2_confidence"": 4, ""rt"": 5285}"
user5,19,1611027325739,"{""phase"": ""TEST"", ""expr"": ""E007_CW"", ""c1_confidence"": 0, ""c2_confidence"": 4, ""rt"": 5030}"
user5,20,1611027329066,"{""phase"": ""TEST"", ""expr"": ""E032_CW"", ""c1_confidence"": 0, ""c2_confidence"": 4, ""rt"": 3325}"
user5,21,1611027332545,"{""phase"": ""TEST"", ""expr"": ""E086_CW"", ""c1_confidence"": 4, ""c2_confidence"": 0, ""rt"": 3478}"
user5,22,1611027336217,"{""phase"": ""TEST"", ""expr"": ""E041_CW"", ""c1_confidence"": 3, ""c2_confidence"": 0, ""rt"": 3671}"
user5,23,1611027339295,"{""phase"": ""TEST"", ""expr"": ""E093_CW"", ""c1_confidence"": 0, ""c2_confidence"": 4, ""rt"": 3076}"
user5,24,1611027345542,"{""phase"": ""TEST"", ""expr"": ""E034_FGSM"", ""c1_confidence"": 3, ""c2_confidence"": 4, ""rt"": 6245}"
user5,25,1611027351085,"{""phase"": ""TEST"", ""expr"": ""E028_SINVAD"", ""c1_confidence"": 3, ""c2_confidence"": 0, ""rt"": 5542}"
user5,26,1611027354804,"{""phase"": ""TEST"", ""expr"": ""E092_FGSM"", ""c1_confidence"": 3, ""c2_confidence"": 3, ""rt"": 3718}"
